,nb_A,nb_W,nb_A_W,nb_A_ma,nb_W_ma
3204,216187.5,56936.35,273123.85,226852.46,68593.82
3205,201279.9,84834.6,286114.5,223059.53,71377.4
3206,190640.25,84796.3,275436.55,219848.84,74156.69
3207,205208.45,84772.8,289981.25,218100.96,76934.16
3208,221903.9,84775.3,306679.2,218609.71,76924.28
3209,226357.3,84560.55,310917.85,219677.8,76893.86
3210,227232.3,56819.55,284051.85,219528.82,74092.75
3211,221948.85,56798.15,278747.0,217371.38,71289.46
3212,209253.85,56883.25,266137.1,214946.08,70809.07
3213,193645.35,56935.7,250581.05,211365.76,70811.25
3214,178289.95,56906.0,235195.95,207576.01,70808.22
3215,179736.3,57000.65,236736.95,205421.65,68024.82
3216,180967.3,57108.2,238075.5,204454.36,65256.01
3217,167493.35,57389.9,224883.25,200682.85,62517.72
3218,155658.4,29592.1,185250.5,194058.3,56999.41
3219,148537.6,29606.75,178144.35,186276.32,51504.02
3220,136465.35,29729.55,166194.9,177199.63,48795.02
3221,121331.9,29870.6,151202.5,167137.94,46102.27
3222,105701.55,29940.35,135641.9,156782.7,43407.98
3223,105868.9,29944.55,135813.45,148005.06,40708.86
3224,106106.2,29995.55,136101.75,140786.68,38017.82
3225,106672.25,2163.3,108835.55,133480.28,32534.09
3226,100222.05,2187.7,102409.75,125405.76,27042.03
3227,83114.7,2248.05,85362.75,116967.89,21527.85
3228,66706.65,2279.1,68985.75,108072.72,18796.55
3229,50215.65,2338.15,52553.8,98240.52,16069.69
3230,32784.7,2355.85,35140.55,87872.46,13332.32
3231,32468.05,2668.2,35136.25,78986.07,10612.08
3232,33185.0,2850.7,36035.7,71734.41,7903.12
3233,32794.5,2813.7,35608.2,64426.98,5190.03
3234,33339.15,2840.4,36179.55,57150.27,2474.52
3235,32482.55,2758.75,35241.3,49731.3,2534.06
3236,32344.35,2731.65,35076.0,42943.53,2588.46
3237,31508.15,2492.75,34000.9,37782.87,2612.93
3238,31658.95,2407.75,34066.7,34278.1,2625.79
3239,31457.3,2443.75,33901.05,32402.27,2636.35
3240,30922.05,2367.6,33289.65,32216.01,2637.52
3241,31620.65,2306.8,33927.45,32131.26,2601.39
3242,31249.2,2263.8,33513.0,31937.69,2542.7
3243,33884.8,2323.85,36208.65,32046.71,2493.71
3244,33610.05,2308.95,35919.0,32073.81,2440.56
3245,33428.35,2267.75,35696.1,32168.38,2391.46
3246,33691.15,2347.6,36038.75,32303.06,2353.06
3247,33755.55,2289.4,36044.95,32527.81,2332.72
3248,34046.8,2339.85,36386.65,32766.59,2325.94
3249,33616.4,2297.6,35914.0,32982.5,2311.32
3250,35928.05,2578.25,38506.3,33483.1,2332.38
3251,34849.5,2336.25,37185.75,33805.98,2335.33
3252,33577.6,2082.4,35660.0,34038.82,2317.19
3253,33947.1,2152.25,36099.35,34045.06,2300.03
3254,32899.95,2092.9,34992.85,33974.04,2278.43
3255,34538.95,2146.8,36685.75,34085.1,2266.33
3256,33401.05,2136.65,35537.7,34056.1,2245.23
3257,33782.05,2098.7,35880.75,34058.75,2226.16
3258,33634.35,2127.85,35762.2,34017.5,2204.96
3259,34120.15,2141.2,36261.35,34067.88,2189.32
3260,35444.0,2173.7,37617.7,34019.47,2148.87
3261,35862.2,2166.6,38028.8,34120.74,2131.9
3262,37129.3,2203.0,39332.3,34475.91,2143.96
3263,35526.8,2233.3,37760.1,34633.88,2152.07
3264,38330.2,2318.3,40648.5,35176.91,2174.61
3265,39031.35,2363.55,41394.9,35626.15,2196.29
3266,40855.75,2326.6,43182.35,36371.62,2215.28
3267,40939.4,2363.05,43302.45,37087.35,2241.71
3268,42108.25,2406.75,44515.0,37934.74,2269.6
3269,45425.7,2544.8,47970.5,39065.3,2309.96
3270,47164.85,2386.35,49551.2,40237.38,2331.23
3271,47107.85,2381.55,49489.4,41361.94,2352.72
3272,48523.7,2501.45,51025.15,42501.38,2382.57
3273,48068.4,2431.15,50499.55,43755.54,2402.36
3274,48619.8,2476.9,51096.7,44784.5,2418.21
3275,46597.8,2470.45,49068.25,45541.15,2428.9
3276,47404.55,2406.3,49810.85,46196.03,2436.88
3277,47306.35,2467.6,49773.95,46832.72,2447.33
3278,47682.1,2472.1,50154.2,47390.11,2453.87
3279,48501.05,2499.6,51000.65,47697.64,2449.34
3280,47188.75,2438.6,49627.35,47700.04,2454.57
3281,46810.55,2441.95,49252.5,47670.31,2460.61
3282,45799.55,2475.45,48275.0,47397.89,2458.01
3283,44855.25,2382.85,47238.1,47076.58,2453.18
3284,42591.85,2273.65,44865.5,46473.78,2432.86
3285,42230.85,2215.0,44445.85,46037.08,2407.31
3286,40439.05,2193.3,42632.35,45340.54,2386.01
3287,44717.3,2474.9,47192.2,45081.63,2386.74
3288,45262.5,2830.2,48092.7,44839.67,2422.55
3289,42311.3,2796.8,45108.1,44220.7,2452.27
3290,38811.25,2939.25,41750.5,43382.94,2502.34
3291,37597.3,2935.6,40532.9,42461.62,2551.7
3292,35785.45,2800.45,38585.9,41460.21,2584.2
3293,35630.75,2773.55,38404.3,40537.76,2623.27
3294,35090.45,2730.35,37820.8,39787.62,2668.94
3295,34962.55,2693.95,37656.5,39060.79,2716.84
3296,34313.75,2727.75,37041.5,38448.26,2770.28
3297,34151.25,2711.2,36862.45,37391.66,2793.91
3298,33882.85,2701.45,36584.3,36253.69,2781.04
3299,32321.55,2629.05,34950.6,35254.72,2764.26
3300,32049.7,2648.95,34698.65,34578.56,2735.23
3301,31371.45,2600.55,33972.0,33955.98,2701.72
3302,30647.75,2502.75,33150.5,33442.2,2671.96
3303,30526.4,2506.75,33033.15,32931.77,2645.28
3304,29465.0,2475.15,31940.15,32369.22,2619.76
3305,28657.8,2452.5,31110.3,31738.75,2595.61
3306,28624.55,2419.7,31044.25,31169.83,2564.8
3307,24073.8,2108.55,26182.35,30162.09,2504.54
3308,21579.0,1643.05,23222.05,28931.7,2398.7
3309,21422.9,1541.95,22964.85,27841.84,2289.99
3310,20849.25,1268.1,22117.35,26721.79,2151.9
3311,20959.45,1218.4,22177.85,25680.59,2013.69
3312,21448.55,1240.1,22688.65,24760.67,1887.42
3313,22002.95,1309.6,23312.55,23908.32,1767.71
3314,22521.2,1320.5,23841.7,23213.94,1652.24
3315,23308.35,1353.35,24661.7,22679.0,1542.33
3316,22885.85,1321.35,24207.2,22105.13,1432.5
3317,23377.55,1395.3,24772.85,22035.5,1361.17
3318,23192.75,1413.3,24606.05,22196.88,1338.2
3319,24467.7,1558.1,26025.8,22501.36,1339.81
3320,25435.15,1638.65,27073.8,22959.95,1376.86
3321,26094.85,1633.25,27728.1,23473.49,1418.35
3322,27033.55,1790.05,28823.6,24031.99,1473.34
3323,27278.3,1780.4,29058.7,24559.52,1520.42
3324,28989.3,1825.0,30814.3,25206.34,1570.88
3325,30497.6,1874.15,32371.75,25925.26,1622.96
3326,32559.65,1935.2,34494.85,26892.64,1684.34
3327,33352.85,1973.35,35326.2,27890.17,1742.14
3328,33251.15,1955.3,35206.45,28896.01,1796.34
3329,33333.0,1993.3,35326.3,29782.54,1839.87
3330,33391.2,2001.3,35392.5,30578.14,1876.13
3331,34874.55,2077.65,36952.2,31456.12,1920.57
3332,34797.8,2118.95,36916.75,32232.54,1953.46
3333,34753.45,2082.65,36836.1,32980.06,1983.68
3334,34809.2,2139.2,36948.4,33562.04,2015.1
3335,34127.55,2105.55,36233.1,33925.04,2038.24
3336,34826.15,2205.75,37031.9,34151.69,2065.3
3337,34115.4,2121.95,36237.35,34227.94,2080.16
3338,34407.95,2129.6,36537.55,34343.62,2097.59
3339,33532.55,2012.95,35545.5,34363.58,2099.55
3340,32788.8,1925.7,34714.5,34303.34,2092.0
3341,32882.55,1953.0,34835.55,34104.14,2079.53
3342,32397.6,1809.95,34207.55,33864.12,2048.63
3343,32873.95,1862.05,34736.0,33676.17,2026.57
3344,31253.05,1845.95,33099.0,33320.56,1997.24
3345,30376.45,1851.9,32228.35,32945.44,1971.88
3346,28260.3,1824.4,30084.7,32288.86,1933.74
3347,27301.25,1778.5,29079.75,31607.44,1899.4
3348,28414.15,1866.85,30281.0,31008.06,1873.12
3349,28428.9,1846.4,30275.3,30497.7,1856.47
3350,29753.0,1899.9,31652.9,30194.12,1853.89
3351,28630.85,1918.95,30549.8,29768.95,1850.48
3352,28787.75,1916.25,30704.0,29407.97,1861.11
3353,29144.0,1993.95,31137.95,29034.97,1874.3
3354,29112.7,1947.55,31060.25,28820.94,1884.46
3355,29564.15,1972.5,31536.65,28739.7,1896.52
3356,28953.05,1885.85,30838.9,28808.98,1902.67
3357,29301.15,1931.7,31232.85,29008.97,1917.99
3358,29169.25,1917.9,31087.15,29084.48,1923.1
3359,29095.0,1900.7,30995.7,29151.09,1928.52
3360,29422.7,1921.15,31343.85,29118.06,1930.65
3361,28663.9,1885.3,30549.2,29121.36,1927.29
3362,29113.5,1938.3,31051.8,29153.94,1929.49
3363,28625.3,1962.85,30588.15,29102.07,1926.38
3364,29081.8,1973.05,31054.85,29098.98,1928.93
3365,29074.7,1972.65,31047.35,29050.03,1928.95
3366,29368.8,2054.6,31423.4,29091.61,1945.82
3367,33888.4,2186.8,36075.2,29550.34,1971.33
3368,33665.65,2358.35,36024.0,29999.98,2015.38
3369,33834.45,2524.65,36359.1,30473.92,2077.77
3370,57272.05,2530.05,59802.1,33258.85,2138.66
3371,75786.0,2552.75,78338.75,37971.06,2205.4
3372,77533.15,2521.65,80054.8,42813.03,2263.74
3373,76634.55,2440.45,79075.0,47613.96,2311.5
3374,76260.3,2421.45,78681.75,52331.8,2356.34
3375,75680.15,2362.5,78042.65,56992.35,2395.32
3376,75897.35,2348.15,78245.5,61645.2,2424.68
3377,75279.3,2268.65,77547.95,65784.3,2432.86
3378,74763.2,2213.25,76976.45,69894.05,2418.36
3379,74132.15,2182.85,76315.0,73923.82,2384.18
3380,73490.8,2144.5,75635.3,75545.69,2345.62
3381,73879.75,2158.05,76037.8,75355.07,2306.15
3382,73221.75,2122.95,75344.7,74923.93,2266.28
3383,73668.05,2052.9,75720.95,74627.28,2227.52
3384,73906.3,2036.8,75943.1,74391.88,2189.06
3385,73313.8,1986.25,75300.05,74155.24,2151.44
3386,73044.5,1888.3,74932.8,73869.96,2105.45
3387,68323.3,1764.8,70088.1,73174.36,2055.06
3388,67511.95,1517.7,69029.65,72449.24,1985.51
3389,66880.4,1329.4,68209.8,71724.06,1900.16
3390,42015.9,1278.45,43294.35,68576.57,1813.56
3391,23393.55,1154.9,24548.45,63527.95,1713.24
3392,22775.75,1233.4,24009.15,58483.35,1624.29
3393,25395.6,1237.3,26632.9,53656.1,1542.73
3394,25707.3,1269.0,26976.3,48836.2,1465.95
3395,26149.7,1310.7,27460.4,44119.8,1398.4
3396,27195.95,1412.85,28608.8,39534.94,1350.85
3397,28481.85,1465.95,29947.8,35550.8,1320.96
3398,30024.35,1519.45,31543.8,31802.04,1321.14
3399,30772.5,1524.45,32296.95,28191.25,1340.64
3400,33523.55,1560.8,35084.35,27342.01,1368.88
3401,34085.7,1566.0,35651.7,28411.22,1409.99
3402,36290.55,1562.95,37853.5,29762.7,1442.95
3403,35862.15,1561.85,37424.0,30809.36,1475.4
3404,35335.3,1541.6,36876.9,31772.16,1502.66
3405,35582.15,1548.9,37131.05,32715.41,1526.48
3406,35733.8,1528.35,37262.15,33569.19,1538.03
3407,36949.95,1640.35,38590.3,34416.0,1555.47
3408,37959.2,1694.15,39653.35,35209.48,1572.94
3409,39022.0,1687.65,40709.65,36034.44,1589.26
3410,40469.8,1731.9,42201.7,36729.06,1606.37
3411,41457.15,1760.55,43217.7,37466.2,1625.82
3412,42003.85,1706.7,43710.55,38037.53,1640.2
3413,40474.1,1738.6,42212.7,38498.73,1657.88
3414,40887.25,1737.05,42624.3,39053.93,1677.42
3415,41310.1,1733.35,43043.45,39626.72,1695.87
3416,40119.2,1634.7,41753.9,40065.26,1706.5
3417,39284.5,1674.9,40959.4,40298.72,1709.96
3418,38306.85,1628.35,39935.2,40333.48,1703.38
3419,39509.55,1767.85,41277.4,40382.24,1711.4
3420,37635.9,1796.35,39432.25,40098.84,1717.84
3421,37627.4,1815.25,39442.65,39715.87,1723.31
3422,36952.65,1830.8,38783.45,39210.75,1735.72
3423,37779.8,1879.25,39659.05,38941.32,1749.78
3424,38014.45,1893.2,39907.65,38654.04,1765.4
3425,38714.25,1918.4,40632.65,38394.46,1783.9
3426,38460.6,1950.05,40410.65,38228.6,1815.44
3427,37695.4,1883.4,39578.8,38069.68,1836.29
3428,36842.6,1827.5,38670.1,37923.26,1856.2
3429,36730.65,1847.8,38578.45,37645.37,1864.2
3430,36875.25,1880.15,38755.4,37569.31,1872.58
3431,36767.2,2045.45,38812.65,37483.28,1895.6
3432,34699.75,2017.5,36717.25,37257.99,1914.27
3433,36772.4,1977.2,38749.6,37157.25,1924.06
3434,37925.9,1946.9,39872.8,37148.4,1929.44
3435,38286.2,1978.2,40264.4,37105.59,1935.42
3436,38422.45,1970.95,40393.4,37101.78,1937.5
3437,38089.55,1887.8,39977.35,37141.2,1937.95
3438,39304.25,1892.55,41196.8,37387.36,1944.45
3439,40132.5,1750.65,41883.15,37727.54,1934.74
3440,41040.0,1677.55,42717.55,38144.02,1914.48
3441,42114.65,1653.5,43768.15,38678.76,1875.28
3442,40951.05,1615.7,42566.75,39303.9,1835.1
3443,40003.6,1555.05,41558.65,39627.02,1792.89
3444,39672.75,1568.25,41241.0,39801.7,1755.02
3445,39102.65,1565.4,40668.05,39883.34,1713.74
3446,39554.4,1521.95,41076.35,39996.54,1668.84
3447,39802.35,1467.85,41270.2,40167.82,1626.84
3448,40964.3,1470.4,42434.7,40333.82,1584.63
3449,40588.35,1502.05,42090.4,40379.41,1559.77
3450,41788.65,1481.9,43270.55,40454.28,1540.21
3451,42913.2,1351.4,44264.6,40534.13,1510.0
3452,46031.3,1529.05,47560.35,41042.16,1501.33
3453,44338.65,1532.8,45871.45,41475.66,1499.1
3454,43370.75,1591.6,44962.35,41845.46,1501.44
3455,42957.65,1565.45,44523.1,42230.96,1501.45
3456,43365.15,1574.1,44939.25,42612.04,1506.66
3457,43656.1,1582.7,45238.8,42997.41,1518.14
3458,42315.25,1582.35,43897.6,43132.5,1529.34
3459,40449.05,1600.0,42049.05,43118.58,1539.14
3460,40420.55,1611.7,42032.25,42981.76,1552.12
3461,38856.15,1599.75,40455.9,42576.06,1576.95
3462,38369.85,1589.55,39959.4,41809.92,1583.0
3463,38563.8,1599.25,40163.05,41232.43,1589.64
3464,41912.05,1569.9,43481.95,41086.56,1587.48
3465,43397.6,1528.9,44926.5,41130.56,1583.82
3466,43138.95,1523.0,44661.95,41107.94,1578.71
3467,43283.15,1529.95,44813.1,41070.64,1573.44
3468,42389.25,1525.75,43915.0,41078.04,1567.78
3469,44471.95,1483.15,45955.1,41480.33,1556.09
3470,42284.9,1408.0,43692.9,41666.76,1535.72
3471,40902.55,1360.85,42263.4,41871.4,1511.83
3472,37915.1,1171.0,39086.1,41825.93,1469.98
3473,37367.2,1236.3,38603.5,41706.27,1433.68
3474,38204.7,1186.7,39391.4,41335.53,1395.36
3475,38022.7,1162.05,39184.75,40798.04,1358.68
3476,38649.25,1191.15,39840.4,40349.07,1325.49
3477,39027.25,1230.2,40257.45,39923.48,1295.52
3478,38703.5,1224.65,39928.15,39554.91,1265.41
3479,38291.0,1232.3,39523.3,38936.82,1240.32
3480,36653.3,1215.9,37869.2,38373.66,1221.11
3481,36510.35,1209.8,37720.15,37934.44,1206.01
3482,37084.05,1262.15,38346.2,37851.33,1215.12
3483,37030.95,1283.4,38314.35,37817.7,1219.83
3484,33677.0,1289.3,34966.3,37364.94,1230.09
3485,31719.8,1312.25,33032.05,36734.64,1245.11
3486,30843.0,1324.05,32167.05,35954.02,1258.4
3487,30152.15,1332.9,31485.05,35066.51,1268.67
3488,31873.5,1457.15,33330.65,34383.51,1291.92
3489,29356.5,1453.3,30809.8,33490.06,1314.02
3490,29619.8,1460.15,31079.95,32786.71,1338.45
3491,29247.55,1450.95,30698.5,32060.43,1362.56
3492,29067.55,1448.55,30516.1,31258.78,1381.2
3493,28025.25,1372.45,29397.7,30358.21,1390.1
3494,26776.95,1357.55,28134.5,29668.2,1396.93
3495,26129.6,1356.5,27486.1,29109.19,1401.36
3496,24868.4,1323.05,26191.45,28511.72,1401.26
3497,24152.55,1273.25,25425.8,27911.77,1395.29
3498,23867.8,1271.0,25138.8,27111.2,1376.68
3499,23492.9,1268.9,24761.8,26524.84,1358.24
3500,23389.75,1294.35,24684.1,25901.83,1341.66
3501,23117.2,1310.6,24427.8,25288.8,1327.62
3502,22600.55,1284.25,23884.8,24642.1,1311.19
3503,22315.4,1261.55,23576.95,24071.11,1300.1
3504,22314.25,1272.85,23587.1,23624.84,1291.63
3505,22290.15,1266.9,23557.05,23240.89,1282.67
3506,22550.0,1284.35,23834.35,23009.06,1278.8
3507,22669.3,1276.3,23945.6,22860.73,1279.1
3508,20523.45,1161.9,21685.35,22526.3,1268.2
3509,20617.05,1164.35,21781.4,22238.71,1257.74
3510,19977.75,1157.35,21135.1,21897.51,1244.04
3511,19751.75,1159.1,20910.85,21560.97,1228.89
3512,21431.1,1184.75,22615.85,21444.02,1218.94
3513,21929.3,1200.85,23130.15,21405.41,1212.87
3514,21766.85,1239.95,23006.8,21350.67,1209.58
3515,22105.65,1258.25,23363.9,21332.22,1208.71
3516,23204.9,1312.5,24517.4,21397.71,1211.53
3517,23155.55,1320.8,24476.35,21446.34,1215.98
3518,23374.4,1309.4,24683.8,21731.43,1230.73
3519,23395.75,1298.6,24694.35,22009.3,1244.16
3520,23499.25,1306.6,24805.85,22361.45,1259.08
3521,23459.25,1285.7,24744.95,22732.2,1271.74
3522,23803.95,1266.1,25070.05,22969.48,1279.88
3523,23798.7,1275.65,25074.35,23156.42,1287.36
3524,24510.7,1269.15,25779.85,23430.81,1290.28
3525,24854.25,1282.1,26136.35,23705.67,1292.66
3526,24922.1,1320.95,26243.05,23877.39,1293.5
3527,24667.25,1348.05,26015.3,24028.56,1296.23
3528,24658.25,1350.15,26008.4,24156.94,1300.3
3529,24393.65,1350.15,25743.8,24256.74,1305.46
3530,24217.35,1365.55,25582.9,24328.54,1311.36
3531,24182.95,1363.6,25546.55,24400.92,1319.14
3532,22518.8,1346.75,23865.55,24272.4,1327.21
3533,22444.25,1334.95,23779.2,24136.96,1333.14
3534,22533.25,1307.3,23840.55,23939.21,1336.96
3535,22697.85,1289.9,23987.75,23723.57,1337.74
3536,21448.05,1238.0,22686.05,23376.16,1329.44
3537,21613.95,1274.45,22888.4,23070.84,1322.08
3538,21568.95,1298.8,22867.75,22761.91,1316.94
3539,21490.9,1288.0,22778.9,22471.63,1310.73
3540,21564.4,1256.3,22820.7,22206.34,1299.8
3541,24355.1,1386.2,25741.3,22223.55,1302.06
3542,25438.85,1422.0,26860.85,22515.56,1309.59
3543,28152.3,1509.3,29661.6,23086.36,1327.02
3544,29535.55,1593.85,31129.4,23786.59,1355.68
3545,33135.55,1776.9,34912.45,24830.36,1404.38
3546,33620.3,1761.25,35381.55,26047.58,1456.71
3547,34204.15,1731.95,35936.1,27306.6,1502.46
3548,34148.3,1727.4,35875.7,28564.54,1545.32
3549,34185.05,1712.95,35898.0,29833.96,1587.81
3550,34504.05,1698.5,36202.55,31127.92,1632.03
3551,34325.05,1694.7,36019.75,32124.91,1662.88
3552,34225.4,1705.45,35930.85,33003.57,1691.22
3553,33703.65,1691.8,35395.45,33558.7,1709.48
3554,33135.35,1694.25,34829.6,33918.69,1719.52
3555,33084.15,1694.15,34778.3,33913.55,1711.24
3556,33207.85,1687.45,34895.3,33872.3,1703.86
3557,32974.7,1656.8,34631.5,33749.36,1696.34
3558,33228.5,1657.5,34886.0,33657.38,1689.36
3559,33198.9,1678.2,34877.1,33558.76,1685.88
3560,33034.0,1706.05,34740.05,33411.75,1686.63
3561,30303.6,1591.65,31895.25,33009.61,1676.33
3562,28744.35,1554.05,30298.4,32461.5,1661.19
3563,26057.55,1441.3,27498.85,31696.89,1636.14
3564,24294.6,1431.05,25725.65,30812.82,1609.82
3565,20564.1,1285.15,21849.25,29560.81,1568.92
3566,19904.35,1260.8,21165.15,28230.46,1526.26
3567,19034.6,1241.5,20276.1,26836.46,1484.72
3568,18916.65,1220.5,20137.15,25405.27,1441.02
3569,19294.95,1217.35,20512.3,24014.88,1394.94
3570,19343.95,1236.0,20579.95,22645.87,1347.94
3571,19745.15,1265.0,21010.15,21590.02,1315.27
3572,20645.7,1272.9,21918.6,20780.16,1287.16
3573,21171.9,1303.45,22475.35,20291.59,1273.37
3574,22170.15,1357.7,23527.85,20079.15,1266.04
3575,23103.65,1444.9,24548.55,20333.11,1282.01
3576,24652.55,1698.4,26350.95,20807.92,1325.77
3577,25616.95,1929.45,27546.4,21466.16,1394.56
3578,25967.05,1966.85,27933.9,22171.2,1469.2
3579,26869.5,1984.3,28853.8,22928.66,1545.9
3580,28637.7,2020.5,30658.2,23858.03,1624.34
3581,29960.4,2020.9,31981.3,24879.56,1699.94
3582,30756.5,2113.7,32870.2,25890.64,1784.02
3583,31821.3,2143.05,33964.35,26955.58,1867.98
3584,32432.95,2074.9,34507.85,27981.86,1939.69
3585,33197.25,2060.6,35257.85,28991.22,2001.26
3586,33958.6,2101.9,36060.5,29921.82,2041.62
3587,35032.15,2172.2,37204.35,30863.34,2065.89
3588,37144.35,2265.8,39410.15,31981.07,2095.78
3589,37914.35,2371.9,40286.25,33085.56,2134.54
3590,38715.1,2402.8,41117.9,34093.3,2172.78
3591,39452.55,2378.3,41830.85,35042.51,2208.52
3592,39795.15,2379.4,42174.55,35946.38,2235.08
3593,41370.15,2350.35,43720.5,36901.26,2255.82
3594,42175.25,2292.55,44467.8,37875.49,2277.58
3595,41210.05,2199.2,43409.25,38676.77,2291.44
3596,40297.8,1968.05,42265.85,39310.69,2278.05
3597,39810.35,1739.15,41549.5,39788.51,2234.75
3598,39299.15,1720.25,41019.4,40003.99,2180.19
3599,39236.5,1782.7,41019.2,40136.2,2121.28
3600,38328.3,1761.75,40090.05,40097.52,2057.17
3601,37194.25,1780.7,38974.95,39871.7,1997.41
3602,36948.65,1758.3,38706.95,39587.05,1935.3
3603,36477.05,1777.15,38254.2,39097.74,1877.98
3604,35542.85,1773.9,37316.75,38434.5,1826.12
3605,34888.5,1725.9,36614.4,37802.34,1778.79
3606,35070.15,1704.85,36775.0,37279.57,1752.46
3607,34766.45,1681.25,36447.7,36775.18,1746.68
3608,33444.45,1640.95,35085.4,36189.71,1738.74
3609,32751.8,1585.65,34337.45,35541.24,1719.04
3610,31908.25,1590.55,33498.8,34899.24,1701.92
3611,31140.25,1616.4,32756.65,34293.84,1685.49
3612,31005.1,1601.8,32606.9,33699.48,1669.84
3613,29661.7,1628.2,31289.9,33017.95,1654.95
3614,28707.7,1642.95,30350.65,32334.44,1641.85
3615,28741.4,1670.35,30411.75,31719.72,1636.3
3616,28278.7,1681.25,29959.95,31040.58,1633.94
3617,28542.25,1680.1,30222.35,30418.16,1633.82
3618,28501.7,1646.4,30148.1,29923.88,1634.36
3619,27987.15,1569.4,29556.55,29447.42,1632.74
3620,27475.35,1570.4,29045.75,29004.13,1630.72
3621,27364.85,1555.95,28920.8,28626.59,1624.68
3622,27369.0,1511.55,28880.55,28262.98,1615.66
3623,26803.95,1478.25,28282.2,27977.2,1600.66
3624,26712.7,1479.1,28191.8,27777.7,1584.28
3625,27701.6,1516.2,29217.8,27673.72,1568.86
3626,27097.7,1504.75,28602.45,27555.62,1551.21
3627,26904.15,1496.45,28400.6,27391.82,1532.84
3628,26451.35,1487.45,27938.8,27186.78,1516.95
3629,26107.15,1443.7,27550.85,26998.78,1504.38
3630,25941.25,1402.25,27343.5,26845.37,1487.56
3631,26245.9,1407.15,27653.05,26733.48,1472.68
3632,27177.6,1424.95,28602.55,26714.34,1464.02
3633,26676.8,1416.25,28093.05,26701.62,1457.82
3634,26544.8,1422.2,27967.0,26684.83,1452.14
3635,26140.7,1407.75,27548.45,26528.74,1441.29
3636,26200.2,1395.35,27595.55,26438.99,1430.35
3637,25900.6,1389.25,27289.85,26338.64,1419.63
3638,26269.05,1422.2,27691.25,26320.4,1413.1
3639,26953.2,1434.45,28387.65,26405.01,1412.18
3640,27347.65,1435.75,28783.4,26545.65,1415.53
3641,30999.05,1427.1,32426.15,27020.97,1417.52
3642,31497.25,1426.95,32924.2,27452.93,1417.72
3643,32220.0,1460.5,33680.5,28007.25,1422.15
3644,32599.05,1514.75,34113.8,28612.68,1431.4
3645,31962.25,1536.35,33498.6,29194.83,1444.26
3646,32200.2,1571.35,33771.55,29794.83,1461.86
3647,32714.2,1578.25,34292.45,30476.19,1480.76
3648,33006.2,1588.45,34594.65,31149.9,1497.39
3649,33647.65,1613.1,35260.75,31819.35,1515.26
3650,34068.9,1632.7,35701.6,32491.48,1534.95
3651,34375.5,1664.0,36039.5,32829.12,1558.64
3652,33006.15,1648.0,34654.15,32980.01,1580.74
3653,33051.0,1666.8,34717.8,33063.11,1601.38
3654,32796.25,1691.8,34488.05,33082.83,1619.08
3655,33125.75,1714.3,34840.05,33199.18,1636.88
3656,32935.55,1708.3,34643.85,33272.72,1650.57
3657,32963.25,1714.5,34677.75,33297.62,1664.2
3658,33100.65,1710.2,34810.85,33307.06,1676.37
3659,32271.25,1711.4,33982.65,33169.43,1686.2
3660,31924.4,1692.6,33617.0,32954.98,1692.19
3661,28654.55,1722.7,30377.25,32382.88,1698.06
3662,28538.85,1739.6,30278.45,31936.15,1707.22
3663,28111.65,1756.05,29867.7,31442.21,1716.14
3664,28817.2,1780.35,30597.55,31044.31,1725.0
3665,28653.3,1759.4,30412.7,30597.06,1729.51
3666,29093.85,1868.0,30961.85,30212.9,1745.48
3667,28431.4,1859.7,30291.1,29759.71,1760.0
3668,28098.15,1825.65,29923.8,29259.46,1771.54
3669,27535.95,1808.85,29344.8,28785.93,1781.29
3670,27196.6,1811.95,29008.55,28313.15,1793.22
3671,26492.3,1767.0,28259.3,28096.92,1797.66
3672,25973.4,1777.9,27751.3,27840.38,1801.48
3673,26115.35,1803.9,27919.25,27640.75,1806.27
3674,25964.5,1794.35,27758.85,27355.48,1807.67
3675,26244.15,1786.5,28030.65,27114.56,1810.38
3676,27488.35,1901.65,29390.0,26954.02,1813.74
3677,28479.85,1988.65,30468.5,26958.86,1826.64
3678,28793.0,1963.75,30756.75,27028.34,1840.45
3679,29084.55,1918.7,31003.25,27183.2,1851.44
3680,29017.4,1920.45,30937.85,27365.28,1862.28
3681,28819.05,1909.7,30728.75,27597.96,1876.55
3682,28078.9,1875.65,29954.55,27808.51,1886.33
3683,28164.6,1814.65,29979.25,28013.44,1887.4
3684,27810.45,1759.3,29569.75,28198.03,1883.9
3685,27464.95,1735.05,29200.0,28320.11,1878.76
3686,27711.85,1595.7,29307.55,28342.46,1848.16
3687,27944.65,1615.05,29559.7,28288.94,1810.8
3688,28542.75,1638.6,30181.35,28263.92,1778.28
3689,28853.9,1669.95,30523.85,28240.85,1753.41
3690,29414.9,1673.85,31088.75,28280.6,1728.75
3691,29980.3,1717.55,31697.85,28396.72,1709.54
3692,31156.3,1746.2,32902.5,28704.46,1696.59
3693,31549.4,1737.75,33287.15,29042.94,1688.9
3694,34014.05,1752.1,35766.15,29663.3,1688.18
3695,34518.5,1787.55,36306.05,30368.66,1693.43
3696,33961.3,1699.95,35661.25,30993.61,1703.86
3697,33240.05,1619.95,34860.0,31523.14,1704.34
3698,33510.9,1659.4,35170.3,32019.96,1706.42
3699,36272.95,1702.15,37975.1,32761.86,1709.64
3700,36811.85,1702.85,38514.7,33501.56,1712.54
3701,37376.85,1676.6,39053.45,34241.22,1708.45
