nb_A,nb_W,nb_A_W
44038,1844,45858
25041,2400,27357
22177,1435,23609
26623,1405,27933
30313,1608,31916
25275,2153,27310
23220,1796,25001
23796,1706,25481
27669,2743,30330
22363,1453,23800
26370,1384,27754
33574,1744,35303
31487,1613,33080
22353,1112,23462
28772,1939,30703
24185,1237,25404
33343,2042,35354
25807,1458,27241
23847,1222,25067
25455,1762,27210
34952,1542,36457
23435,1319,24747
26301,1795,28087
21668,1412,23065
21810,1372,23166
19830,1423,21249
23297,1546,24839
20218,1087,21295
25743,1205,26917
30257,1520,31659
29399,2410,31652
30113,1827,31918
32693,1677,34245
36446,1918,38357
27301,1831,29111
31400,1785,33149
28342,2606,30935
38569,2495,41039
27185,2354,29528
44502,2365,46837
49758,1962,51716
28362,1701,29725
21758,936,22677
27819,1479,29275
48593,1348,49786
39207,2165,41269
47853,5340,53166
28763,1553,29997
24664,1579,26230
29196,1313,30428
30949,1225,31475
62428,1423,62969
41156,1905,43051
20257,1296,21458
23335,1697,25012
35254,1336,36548
76973,3718,80581
29500,1712,31201
30617,1361,31948
23105,1303,24393
24735,1069,25771
24719,1646,26357
35718,1769,37381
22397,1638,24020
30610,2089,32646
23644,1726,25338
27635,1911,29489
40066,1487,41542
30078,1672,31404
26140,1789,27865
24402,1548,25905
19353,1991,21292
20998,1316,22156
24732,1401,26122
26816,1289,28036
37964,1857,39767
26622,1635,28176
29874,1651,31438
27066,1587,28569
25365,1763,27116
27174,1354,28499
28994,1432,30356
40416,1334,41683
36016,1582,37573
23949,1411,25074
27080,1926,28977
21710,1620,23324
20264,1163,21392
19168,1258,20345
24913,1541,26353
27862,1270,29130
43019,1274,44210
70346,3909,74240
48068,1188,49197
27813,1219,28969
22320,1325,23583
58644,3447,61863
39925,2634,42529
35266,2067,37255
23457,1111,24492
48861,1271,50047
33442,1085,34517
25940,1163,27085
21833,1157,22754
31718,1726,33271
50804,2243,52848
39645,1870,41397
55737,4368,59982
58289,2492,60693
41946,1828,43603
58035,1929,59921
38797,1447,40176
48401,1911,49706
67207,1614,68449
39355,1686,40897
38435,2084,40464
39083,3571,42211
49051,2407,51454
41737,2512,44233
30631,1578,32156
65920,3855,67048
59561,1469,61015
34987,2996,37896
55122,4541,59350
44396,2283,46589
35575,2904,38450
29142,1599,30144
29739,1949,31666
22489,1292,23751
31392,1727,33065
25555,1417,26896
37293,1551,38725
28714,1390,29945
30075,1321,31342
28662,1354,29728
24292,1318,25247
32254,2089,34296
25315,1659,26881
27251,1548,28796
21994,1273,23246
26709,1787,28304
24088,1086,25152
31206,1231,32436
22447,1241,23680
33691,1555,35195
34831,2104,36899
31799,1534,33286
26735,1857,28590
26170,1685,27672
26205,1469,27579
28540,1748,30203
23718,1230,24852
38714,1743,40416
31030,1596,32035
38241,1494,39733
29889,1396,31258
27697,1530,28844
34666,2548,37175
31458,1734,33107
32115,4452,36492
30232,1051,30976
43653,1574,45190
53238,850,53826
27171,1115,28286
24221,1267,25435
34111,1482,35576
22279,1231,23430
32326,1974,34207
23444,1313,24756
24118,1121,25008
22258,965,23201
32699,2270,34903
36627,1310,37926
43092,1589,44667
56743,1053,57793
48036,1133,49033
25602,1254,26779
23494,1832,25258
24553,1611,26137
54413,1298,55681
28967,1712,30579
28778,1376,29804
68470,1492,69909
21296,1029,22314
26097,1255,27270
22100,888,22973
23432,1255,24628
23821,1478,25280
25828,1215,27019
20177,883,20980
26208,1141,27216
30177,1926,32102
50203,2044,52177
30752,1208,31845
44064,1736,45777
26322,1562,27881
28182,2138,30295
23178,1422,24546
27752,1721,28669
30138,2311,32391
23463,1267,24729
28901,1372,30263
43827,1831,45534
44091,2140,46125
26503,1030,27281
26998,1376,28265
29136,1268,30382
33463,1795,35140
37605,886,38468
28028,1020,29013
18653,857,19441
34880,1264,36012
22849,1169,23857
25229,1528,26688
26460,1115,27536
22826,1447,24157
18803,902,19652
33302,2266,35470
42580,1818,44307
26805,1441,28183
22280,1473,23585
22553,1492,24018
42762,1990,44743
36873,2015,38880
36236,1328,37421
28797,1744,30488
43437,2133,45186
49590,5586,55048
28426,1665,30091
33678,1965,35505
28563,1704,30191
23123,1060,24140
32308,1060,33244
20118,1091,21183
28660,1705,30279
27288,2100,29322
68218,1545,69675
39180,1344,40479
37371,1224,38568
26450,1893,28222
62918,2335,64665
56619,1261,57841
25698,1561,27246
34308,1408,35652
29754,1461,31194
43312,2666,45709
35370,1852,37198
27966,1564,29499
22967,1092,24045
30944,2602,33306
28481,1822,30216
30710,1610,32203
23640,1082,24672
25007,1280,26246
42096,1917,43998
32610,1437,34020
28372,1145,29450
31890,1713,33345
31355,1901,33223
29561,2112,31549
40169,2138,42164
32771,2802,35509
25045,1781,26723
20343,1296,21597
22085,1361,23377
23407,1128,24479
29777,1118,30881
22689,986,23608
27683,1480,29062
23116,1525,24564
30439,1565,31985
19482,800,20266
34113,1741,35805
27695,1710,29323
24763,1497,26215
36162,1399,37561
28241,1736,29879
25620,1735,27243
29403,2584,31868
36012,2289,38267
28219,1305,29502
27999,1153,29132
37437,1410,38845
32988,1190,33224
50208,1958,50717
36662,994,37655
35394,1056,36420
33262,1091,30157
43090,4637,47621
30705,1792,32497
27963,1768,29719
30607,1810,32403
30631,1446,32074
52705,1284,53936
34209,1247,35456
26484,1219,27703
22325,1092,23334
39853,1336,41022
63088,979,63197
23417,1262,24676
41306,4484,45770
31675,1571,33218
47908,1088,48869
35099,1166,36233
27627,1155,28253
49352,1511,50698
42161,1736,43866
25619,1156,26741
28459,1352,29794
26382,1296,27678
34957,1280,36178
28241,1144,29370
26700,1364,28038
26281,1524,27751
59262,5632,64814
39334,2835,42052
26386,1269,27414
30727,1106,31823
39763,2454,42168
23683,1793,25438
29803,1366,31154
20161,1315,21368
19543,1360,20852
22755,1543,24291
24652,1894,26501
19832,1095,20920
26532,774,27208
26616,993,27593
28911,1463,30348
32386,2049,34419
37004,2592,39584
39119,1297,40338
28935,1886,30677
35319,1348,36657
24733,1315,26047
36151,1773,37895
22140,1189,23279
26834,1394,28179
29164,1664,30824
33149,1905,35030
22203,1329,23513
29025,1277,30266
24840,1084,25815
29644,1582,31216
27716,1611,28936
39151,1042,40179
26247,953,27165
43003,1423,44395
58380,4943,62027
35398,2028,37354
23742,1325,25062
20766,980,21715
23226,1384,24575
31272,1876,33139
31467,1482,32904
30914,1778,32593
23862,1272,25103
37602,1150,38700
29639,1184,29883
71456,1414,72792
59130,1725,60458
51230,1375,52563
28737,1453,30119
27460,1972,29022
56493,2288,58761
22477,1609,23982
37217,1452,36381
51056,1742,52727
37854,2141,39914
39377,2435,41767
29407,1808,31198
25284,1462,26736
28033,1798,29816
23527,1495,25020
27812,2611,30345
24178,1235,25402
27185,1411,28515
24176,1332,25506
42570,1241,43800
25916,1686,27595
29726,1503,31179
22014,1289,23298
20435,1147,21569
28513,1604,30021
21817,1691,23467
32339,2516,34773
29057,1496,30543
35266,2541,37779
50533,2324,52622
23093,1341,24425
23387,1451,24819
30436,1744,31973
32989,1983,34943
25550,1451,26981
20784,1277,22045
834359,1376,826083
310967,1220,312133
28545,1117,29659
30816,1659,32310
30848,2048,32860
31692,1450,33114
413394,1349,412768
90786,1392,92076
24863,1312,26108
22606,1019,23621
33176,1056,34124
37247,1278,37833
42626,1069,43588
27419,1840,29207
52355,3905,56223
32618,1770,34310
28951,1443,30355
34064,3075,37136
21396,1693,23059
40777,1997,42720
32777,1750,34447
37341,1942,39137
29597,1318,30494
33428,1852,35183
31323,1889,32983
81544,2739,84056
68335,2908,71123
66400,3452,69847
26207,2511,28626
24224,1403,25576
51841,1850,53674
41700,2483,44143
43111,3004,45965
32627,2473,34978
28925,1877,30676
30401,1738,32096
29172,1624,30759
25922,2040,27938
45156,2862,47923
34633,1370,35875
32409,1408,33780
29140,1563,30701
35623,1657,37257
26642,1688,28277
40736,1767,42445
29816,1844,31655
46314,2098,48215
28958,1932,30842
28860,1739,30587
24373,1203,25487
33690,1498,35052
25382,1326,26656
27043,1634,28590
29950,1739,31352
27075,2285,29157
27967,1721,29675
26024,1165,27117
33808,3800,37594
27881,1281,28745
32062,1703,33715
22993,1788,24727
32241,1945,34051
29302,1637,30893
29293,1768,30929
29921,3284,33204
33241,2159,35366
25574,1578,27137
30177,1689,31772
21492,1507,22987
31705,2097,33594
32505,1201,33687
28680,1910,30507
27967,1451,29309
41428,1560,42956
37177,3811,40899
24788,1843,26615
23518,1168,24659
25883,1181,26966
23557,1346,24715
44024,3821,47822
36795,1259,37939
25292,1071,26287
30279,2175,32217
26353,1902,28152
31539,2279,33732
20977,1256,22227
24378,1051,25403
68117,2523,68253
60512,1368,61865
25299,1433,26628
25809,1554,27297
40055,1179,41220
44677,1391,45983
34606,2043,36604
32109,2763,34849
27175,1677,28835
29676,2154,31824
26583,1568,28049
36929,1970,38890
23210,1117,24181
28757,1193,29333
27002,1413,28395
28161,980,29126
32435,2333,34699
25837,1178,27002
28836,1766,30579
27607,1099,28607
32193,1336,33473
24036,1913,25892
29152,1727,30853
24038,1103,25094
27563,1501,29022
26066,1277,27259
35056,1320,36307
20277,1588,21850
32748,1437,34094
26419,1220,27571
41487,1728,43187
31847,2127,33942
41764,2186,43938
36968,2318,39172
30693,1486,31662
42974,1557,44521
25855,1572,27413
37740,2281,39984
50166,1921,52085
38395,1972,40344
25080,1366,26370
25278,1392,26488
25150,1111,26258
31415,1484,32894
33801,1973,35769
30458,1724,32163
32914,1350,34259
41515,2045,43536
25227,1512,26709
24386,1500,25763
17042,988,18021
23917,1630,25534
33836,2012,35846
37795,1597,39392
27272,1908,29107
26348,3496,29686
20610,1738,22288
26511,1361,27772
20680,1022,21699
21397,1019,22361
32060,1922,33950
59551,1692,61170
52517,1195,53653
21854,1648,23478
25788,1228,26795
32256,1376,32527
52716,1234,53942
23581,1099,24677
22267,1402,23633
23341,1740,25075
31047,1716,32731
36972,1840,38599
35001,1452,36397
32602,1108,33681
26628,1453,27975
23318,1613,24882
26911,1646,28473
30899,1687,31912
29094,1628,30615
34075,1373,35411
26912,1225,28111
23972,1766,25701
25325,1721,26702
27716,2121,29777
23621,1350,24930
22554,1114,23651
18854,977,19809
26748,1447,28111
25332,1912,27243
25520,1997,27408
23644,1355,24984
32130,2093,34192
27859,2212,30049
29947,1763,31658
27046,2132,29116
29011,1816,30726
25081,2271,26854
23929,2754,26658
33358,4108,37428
37097,3255,40346
30310,1466,31774
30475,2070,32422
27095,958,27964
28824,1414,30211
28143,3536,31507
31715,2708,34360
30995,1099,31508
35931,1311,36787
53719,4216,57356
41693,1831,43482
37851,1115,38804
36497,1614,38091
29922,1296,31079
30455,1178,31593
28300,1277,29551
30328,1727,32007
46338,1677,47996
57275,1765,59017
37765,1716,39406
29964,1868,31808
32199,1772,33892
44187,2678,46844
58874,1430,59971
20665,996,21614
20902,898,21718
17064,616,17280
36612,1227,37826
58073,883,58928
32142,1624,33753
19834,970,20750
22468,791,23248
21294,1110,22372
22712,1207,23909
24852,1167,25999
36681,1376,38036
31882,1486,33361
20137,967,21087
22890,1060,23939
27289,1397,28647
19477,1127,20593
17666,1041,18687
23014,1080,24053
20526,1121,21575
29600,1418,31002
27073,1155,28178
22340,1471,23780
21295,1466,22748
24435,1311,25668
25644,1348,26862
27505,1351,28838
39851,2146,40905
49045,1613,50605
27629,1343,28814
26057,1869,27920
24511,1725,26233
21977,1423,23362
31103,1429,32505
21449,1455,22885
30598,1453,32031
36561,1698,38232
24067,1825,25888
21198,1239,22416
33810,1827,35583
20047,1530,21537
27461,1217,28636
39334,1403,40724
33449,1579,35024
23623,1396,24944
40810,2960,43703
216472,4370,220810
32490,1270,33735
22246,1637,23881
24214,1373,25530
21535,914,22443
21730,1090,22804
22278,1282,23496
36511,1533,38041
18885,1008,19885
19036,974,19987
23786,1575,25351
62186,2267,64452
25749,1587,27282
21973,1519,23480
40028,1826,41816
19533,1308,20834
23068,1211,24092
20771,1169,21920
26795,1216,27996
40875,1388,42252
34353,1369,35696
31638,1706,33315
22905,1809,24709
23477,1316,24782
38832,1153,39893
38188,4317,42504
23826,1506,25304
25422,1454,26832
25071,1744,26757
22564,1617,24169
30191,1811,31966
31040,1298,32334
27777,1956,29712
19737,1367,20965
31012,1112,32105
29794,3099,32863
46176,1267,47290
27789,1171,28932
19727,1170,20894
25248,1418,26636
16465,876,17265
24222,1345,25488
22629,1574,24191
27498,1510,28927
43583,1791,45319
44322,2512,46797
35562,1259,36636
33694,1520,35160
21722,1356,23009
31228,1129,32327
76992,1279,78050
54369,1770,55968
26123,1760,27841
33153,1174,33945
60254,1220,61431
22225,1517,23706
22023,1962,23967
32136,1170,32147
26405,1057,27402
21412,989,22391
40678,5292,45912
245220,26417,271574
57824,1785,58822
66408,1233,67640
24985,1107,26088
28279,1175,29449
41552,1363,42910
30484,1237,31550
25370,1444,26814
22750,1490,24196
32188,1767,33855
145019,1582,144018
93196,1663,94768
30143,1626,31733
31065,1367,32372
36900,1342,38240
66365,3235,69593
36886,2981,39498
29189,2314,31435
29426,1658,31028
19606,1871,21471
24180,1952,26088
26144,1502,27523
33355,2934,36284
20838,907,21732
30433,1200,31390
19038,1298,20306
28208,1210,29403
30634,1542,32149
23031,3054,26043
25250,1240,26479
34913,1951,36836
28069,2208,30275
48511,2987,51497
23839,1906,25740
22607,1314,23895
22979,1117,24078
23712,1634,25194
27526,3192,30715
19348,1138,20485
24266,1009,25212
33847,1430,35261
29436,1812,31234
26728,1448,28160
34666,2150,36775
46591,2359,48924
28490,1491,29971
30112,1418,31475
34199,1523,35652
31552,1874,33399
46094,2050,47449
64876,1561,66432
26840,1803,28637
25867,1304,27137
29004,2049,31021
23655,1033,24686
30290,1074,31342
57838,1038,58874
28931,968,29884
17299,1308,18604
41743,3645,45132
40510,2828,43244
23460,1500,24927
22934,1430,24344
148189,1662,149035
96319,3493,99533
34511,1750,36259
34024,1867,35890
19390,1258,20614
24058,1305,25251
20898,1592,22456
24877,1760,26634
27583,1355,28929
34675,1456,35588
27001,1148,28135
19325,1120,20395
19378,1198,20565
30612,1698,32248
28487,1004,29322
31687,1449,33134
25048,1898,26703
22411,1646,24039
20126,1300,21409
22065,1459,23317
19342,1026,20284
25353,877,26187
35093,967,36059
30350,1803,32065
26271,1382,27473
29454,1803,31241
23691,5190,28701
38451,2743,41124
38266,1642,39883
19419,1008,20399
24614,1290,25904
18692,1104,19780
41064,1267,42302
22029,1044,23031
23243,1504,24699
21698,1162,22782
22831,1667,24489
23257,1132,24261
39695,1532,41206
21907,1723,23571
18286,1071,19323
18514,1303,19814
19862,1276,21138
28620,1260,29843
56642,3029,59565
26391,3909,30300
23422,2418,25818
21951,1680,23595
47516,1585,49063
25461,1449,26858
21583,1237,22804
23131,1259,24381
25272,1342,26592
36500,1370,37789
35239,1327,36532
68395,2289,70082
37635,2167,39752
53345,5432,58752
25594,1239,26802
27239,1453,28487
19389,1220,20551
28370,983,29334
17604,684,18244
21620,1200,22811
20741,1148,21875
23070,1236,24249
16047,722,16760
25901,1292,27033
30226,1288,31514
29068,1990,30989
25700,1342,26438
32332,1650,33931
27049,1263,28213
33732,1737,35435
20606,1077,21681
26869,1465,28137
30471,1740,32163
28146,1814,29927
61090,2277,63246
31223,1834,33045
24425,1770,26151
22230,1582,23715
19414,1099,20505
19432,1101,20517
24682,1401,25940
16156,854,16989
21381,1119,22481
62505,5454,67924
95753,12037,107700
60073,14394,74448
37178,10524,47675
22960,4192,27150
24309,3146,27450
24630,1785,26382
21336,1155,22444
27834,4531,32309
25326,1594,26884
31669,1979,33645
28419,1790,30151
38422,3226,41554
54537,5134,59634
46811,5937,52737
24786,3901,28673
0,0,0
0,0,0
0,0,0
0,0,0
32210,2272,34473
23986,1929,25841
24749,1359,26092
24698,1531,26224
32667,1560,34135
26654,1763,28417
36792,1948,38734
30572,1570,31990
42081,1342,43134
53088,1301,54355
68281,1369,69627
34992,1674,36651
40447,4430,44872
35071,4298,39325
25841,2964,28761
25202,1601,26713
36762,2494,38878
21706,1980,23612
20558,1899,22351
28015,3198,31198
84005,1776,85336
73057,2747,75760
26593,1721,28298
27186,1913,29016
19899,1178,21072
25976,1644,27591
16997,821,17813
21458,1260,22638
60904,917,61790
64085,1307,65342
22203,1490,23683
29511,1362,30815
21356,1008,22364
25074,1771,26845
38221,1721,39423
23745,1408,25128
22434,1577,23982
32644,2111,34735
33429,1467,34850
35986,1543,37464
24638,1822,26431
16802,1071,17850
23542,1282,24747
21036,1453,22441
28046,2104,30066
17871,1136,18998
22576,1283,23848
20234,1359,21556
21013,1587,22581
21139,1695,22734
22965,1032,23963
21360,1255,22548
23465,1494,24933
26665,1341,27996
29085,1837,30875
23627,2255,25856
30348,2624,32930
21223,1075,22296
24039,1033,25058
18087,1106,19129
21925,1357,23217
20658,1491,22091
21965,1084,23039
25881,1562,27403
24961,1497,26443
19770,1277,21021
18847,972,19777
37627,1419,39045
19714,1219,20932
41573,1360,42933
48320,1421,49729
68450,4405,72807
50229,1414,51597
28739,1626,30334
20679,1612,22285
26470,1260,27730
25931,1144,27060
22975,1379,24337
17485,1266,18751
18718,1141,19836
20873,1146,22012
21463,1097,22413
18779,1261,20013
30878,1965,32796
36904,1674,38569
23785,2534,26201
19139,1195,20282
19241,994,20201
25039,1331,26334
25446,2078,27521
21152,1531,22638
18194,1276,19461
23227,1439,24607
24824,1833,26625
25899,1939,27806
28373,2000,30364
37137,3062,40164
26337,1829,28136
23987,1651,25520
27027,1556,28451
26772,1169,27941
22769,1112,23666
26343,1530,27711
23640,1464,25072
30421,2100,32509
16628,967,17528
24686,1401,26059
18025,871,18883
23918,1400,25225
20295,986,21261
30014,1353,31307
26968,1627,28283
21502,1573,23075
34008,2244,36149
25617,2423,27938
38925,2426,41237
34552,2342,36893
32618,1761,34378
58562,2080,60595
24070,2022,26033
22200,1554,23396
22233,1993,24101
25912,1910,27812
20844,956,21757
21048,1243,22208
21843,1200,22838
18136,1331,19446
58921,1401,60109
30058,1337,31044
31518,3005,34461
26339,2153,28439
65847,5220,70976
59477,1683,60724
74162,1644,75800
40596,1524,42117
21604,1440,22553
26789,1278,27925
31660,1621,33192
33530,1699,35212
19739,1491,21213
40678,1958,42611
29091,841,29801
20138,1194,21324
20377,1103,21185
24070,1139,25113
19652,1471,21012
24268,1761,25976
28887,2839,31670
36355,3021,39369
24617,2240,26814
32274,2633,34778
19388,1382,20770
19331,1193,20476
20250,1457,21669
23262,1522,24778
19175,1438,20413
22220,1592,23790
22206,1428,23564
20535,1672,21993
40070,859,40861
39520,868,40368
35894,1502,37389
26363,2155,28491
29403,1813,31080
21233,1866,23013
33004,2115,35076
27694,1281,28944
37571,2013,39549
27529,2607,30024
39137,1745,36891
25417,1273,26574
47234,2338,49434
106166,1380,105645
67491,1588,68996
22407,1076,23363
20976,1568,22426
23286,1470,24739
20613,1412,21928
24180,1963,26127
30071,2631,32681
28834,2546,31346
30181,2391,32556
27609,1689,29266
26331,831,26590
27631,1170,28709
50007,3253,52014
37045,1607,38148
23858,1140,24997
41834,2596,44308
34289,2296,36583
31204,1786,32577
44485,2865,47290
51257,3375,54624
35392,1324,36703
67338,1898,69143
48882,1349,50025
29285,1163,30251
17256,2737,19818
20745,1415,22155
19066,1430,20385
23154,1348,24474
17177,775,17861
36175,1253,37173
31369,897,32108
41566,1801,43079
29285,2493,31763
20235,1409,21495
27457,1226,28667
17643,961,18587
21366,1316,22598
18779,1248,20017
28146,2176,30269
21921,1145,23060
27539,1657,29186
20455,847,21278
27740,1436,28809
28097,1096,29059
27203,1013,28211
20671,868,21525
53494,2904,56396
41877,3119,44984
29503,1608,31106
59815,1534,61313
24868,1327,26122
23248,1199,24356
28027,1948,29856
22545,2011,24539
19446,1285,20194
24381,1178,25553
20938,1305,22074
44336,1088,45166
26728,977,27694
31078,1359,32321
22599,1075,23647
29503,1877,31380
33639,2818,36332
32173,2609,34721
26201,1739,27813
28936,2037,30825
24253,1199,25452
22567,1505,24070
19174,1451,20624
24173,2032,26121
23131,1502,24536
25008,960,25924
25291,1154,26437
28519,1424,29907
21100,1059,22130
39209,1307,40512
22990,1046,24036
24704,1242,25915
27552,979,28428
41930,4877,46460
31156,1134,32221
38939,1513,40385
38199,1767,39957
57958,1189,58053
32635,1572,34175
22614,1688,24284
20335,1521,21853
56589,1413,57985
23802,1717,25497
28009,1118,29082
27200,1360,28547
24933,1284,26190
26862,2737,29508
24138,2334,26396
26465,1658,28091
21119,1114,22222
24823,1435,26248
31234,1575,32737
25268,1165,26371
20430,1155,21358
22176,1807,23972
19525,1477,20853
20385,1021,21319
27150,1834,28918
19832,2156,21932
26069,1843,27846
19878,1021,20895
28627,1271,29863
22214,1101,23282
24008,1373,25375
20227,899,21064
42337,1605,43669
44834,2572,47279
42928,1711,44469
27084,1697,28716
31823,2207,33932
26901,1442,28324
34379,1602,35979
19461,1027,20439
27659,2207,29806
33249,3286,36486
40590,3297,43874
35409,1776,37115
23431,1369,24518
27821,1400,29182
19511,1297,20526
37370,2134,38810
65294,3965,69170
36387,2353,38723
52145,1625,53383
57731,2265,59996
44559,2268,46762
40416,2382,42792
39453,1928,41329
25637,1326,26839
23988,1267,24944
22688,1547,24066
19774,1253,21017
22483,1294,23760
30320,1054,31224
21733,992,22660
53218,3860,57015
37750,1404,39124
40617,1732,41505
38703,1150,39845
45987,1814,47797
28620,1075,29688
23303,1334,24486
20232,1019,21224
22610,1319,23911
17924,1169,19088
22109,1355,23439
19972,1414,21369
33786,1656,35413
40038,1465,40919
31812,1573,33188
26044,1490,27495
41037,1618,42562
25450,1262,26671
30320,1839,32130
27432,1905,28985
35053,2133,37050
29799,2013,31810
30361,1998,32114
27152,2575,29724
21341,1561,22896
25334,1325,26630
19020,800,19820
20783,963,21742
19573,1135,20702
18326,1164,19450
21818,1060,22761
20441,1029,21199
24204,1675,25861
31192,1889,33072
29002,1724,30720
27462,1568,29015
45402,2823,48166
40595,2448,42997
39177,2725,41882
36194,3199,39254
31897,1880,33701
104026,26579,128765
73656,8858,82510
38100,1937,40017
31932,2459,34373
27369,1853,29195
33065,1763,34781
38013,2529,40515
36542,2172,38714
26244,1744,27978
36181,2074,38198
24301,2019,26231
21191,1364,22549
23986,1806,25760
28405,1483,29813
32178,1498,33467
27746,1419,29127
24214,1575,25747
39260,2327,41407
32297,1972,34160
24318,1572,25884
28046,1831,29860
50725,2633,53305
27266,2912,30149
61372,1822,63170
64649,1382,65980
24617,1682,26259
24895,1351,26181
31993,2477,34346
21917,2311,24221
23116,1920,25019
27741,1395,29128
27011,975,27941
20197,1348,21545
21044,1289,22317
20350,1678,22023
21439,1292,22724
30271,1182,31441
35328,1398,36660
34440,1834,36202
39831,2931,42617
33355,3474,36742
23073,3036,26052
30316,2954,33117
37907,2616,40351
25044,2632,27669
25507,1701,27181
23683,1834,25475
24622,2160,26763
22193,2403,24578
23924,1343,25264
25272,1264,26473
20252,850,21090
16694,746,17438
22815,1741,24528
25172,1811,26767
23452,1424,24837
29611,2961,32567
23226,3556,26575
18049,1541,19530
12702,1020,13678
22633,1838,24333
20733,1737,22446
19226,1353,20447
22447,1287,23701
20687,1583,22223
23037,1811,24838
24656,1364,26016
42019,4993,46756
23837,2274,26103
21947,1526,23415
26767,1422,28183
20686,1646,22296
26796,1311,28075
22518,1231,23708
19992,1248,21114
43113,1767,44845
37969,2692,40499
84323,4198,88463
58706,4408,63043
57589,2020,59581
36748,1456,38179
23003,1132,24115
39905,1144,41044
27330,866,28195
36928,1167,37800
59364,1436,60695
42355,1114,43468
29626,1876,31204
31119,1359,32298
51611,2447,53937
25959,1766,27562
27413,988,28375
20093,1028,21095
21445,1130,22503
22446,761,23157
23928,1346,25245
40376,1586,41960
24786,1841,26605
15291,764,15945
19195,996,20168
22116,1750,23846
38963,2970,41929
27134,1691,28814
24607,1151,25742
21836,1619,23386
18035,1103,19116
17233,1214,18345
20111,1000,21089
27005,1362,28326
21984,1598,23553
20435,1095,21519
25063,1359,26406
23699,1936,25631
19953,1136,21086
16926,1026,17933
24630,1149,25776
115207,3240,118447
59890,6251,66138
38194,2080,40274
40773,2579,43350
37224,1914,39123
24939,1992,26895
28266,2287,30531
32325,2133,34331
30109,2380,32485
40349,2408,42735
30262,1237,31356
23260,1330,24551
32425,1201,33619
25606,1438,27021
29122,1618,30639
25147,1162,26276
24034,1306,25335
23416,1218,24503
24496,1561,26039
30033,1172,31189
51691,2282,53968
38984,1113,40089
36460,4191,40639
23475,1360,24828
23593,1694,25273
22157,1554,23628
24679,1404,26077
30189,1232,31378
37235,3870,41099
81021,1857,82878
56422,896,57298
45394,918,46308
19661,1229,20795
20899,1626,22494
22212,1002,23214
23608,1073,24396
33322,1520,33228
39469,2884,42353
57047,5064,62073
175979,25457,201336
31089,1860,32915
21143,1362,22488
27781,1149,28929
36237,1514,37687
34656,836,35491
38768,1284,39900
56648,1432,57865
74269,1001,74792
117248,1162,118370
25211,1236,26148
23468,1312,24709
18802,1208,19991
19313,1030,20299
25235,1643,26871
43062,1737,44672
29556,1720,31255
22947,1648,24507
27777,1353,29123
24719,992,25707
24142,1255,25343
24079,1317,25349
23908,1330,25158
21270,1349,22586
22466,1346,23789
18624,1156,19751
23287,1391,24646
19420,1252,20660
22424,1719,24073
17683,959,18612
24696,1025,25682
22217,2251,24436
28661,1804,30412
22824,2306,25099
25387,2055,27380
40696,2722,43382
42994,1586,44546
26686,1253,27898
34239,1768,35870
24810,1200,25983
36173,1731,37882
57600,2789,60336
26550,2029,28490
29410,1527,30935
20148,1198,21271
28518,1770,30222
22995,1689,24680
20980,1176,22150
24085,1423,25470
31659,1735,33381
47791,980,48730
21607,1662,23206
41367,1591,42468
49981,1136,51081
37305,1397,38690
17555,951,18499
23198,1244,24369
23542,1322,24861
20774,871,21560
23258,1029,24233
28701,1877,30526
25522,1710,27175
23843,1471,25280
23781,1899,25659
18627,1741,20346
31832,3506,35322
30030,1158,31176
21557,864,22413
21318,900,22194
19663,880,20534
24779,1821,26598
25627,1139,26754
36429,2017,38331
39015,1510,40520
51461,1767,53193
52421,1499,53545
41133,1725,42832
31408,1256,31041
71278,1121,71667
34734,1109,35808
40569,1414,41899
32209,2320,34510
35647,2597,38197
24872,1911,26656
21518,1756,23217
21218,2397,23603
34047,1764,35599
31363,2080,33439
32077,2929,34924
34377,3140,37516
38704,2828,41517
27436,1412,28748
24041,1483,25514
17639,1006,18517
21135,1193,22290
22528,1051,23411
25579,1111,26599
21135,1033,22026
28471,1227,29617
25448,1429,26777
24509,1691,26115
33961,1510,34881
24892,1848,26693
42532,5061,47531
20719,1217,21802
18303,921,19091
27067,1875,28786
24591,1522,25856
23676,1270,24865
22879,1278,24023
33254,1664,34822
47314,1752,49014
35439,1478,36831
59108,2624,61498
61123,1257,61619
24792,1193,25945
25271,1403,26674
23069,1381,24394
27078,1092,28137
21404,1380,22753
49559,1761,51258
33523,1778,35286
20936,1197,22086
20903,1544,22442
25455,1197,26598
24786,1380,25858
30782,1071,31813
25294,1374,26257
22617,1505,24082
26002,2070,28070
27828,911,28732
21666,1051,22670
19389,1479,20863
18837,1211,19979
20995,1138,22083
19755,1288,20957
22072,1114,23102
23082,1742,24791
19143,1222,20343
17973,1369,19337
35131,1568,36684
25774,1465,27238
22759,1454,24159
26882,1338,28215
49088,3473,52410
78319,8846,86889
124407,6463,130637
54520,2354,56816
34179,1207,35370
21838,1221,23056
29250,1364,30552
37990,2017,39978
89660,9567,99212
73973,6435,80397
41759,2697,44430
22448,1285,23700
31711,1879,33557
31936,2221,34118
50217,3900,54114
35722,3041,38762
30273,7052,37161
33215,3065,35477
46051,2160,48189
31265,1893,33154
23089,1394,24476
19904,876,20771
20522,1120,21639
26197,1282,27468
33034,1772,34780
27184,941,28104
24397,1368,25754
31839,2012,33727
